City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
712,Anda,CN,78.22,clear sky,46.4,125.3167,Shuntong Hotel
713,Sidi Ali,DZ,80.1,clear sky,36.0998,0.4206,الغابة الترفيهية بورحمة
714,Lubao,PH,79.14,moderate rain,14.9167,120.55,Hacienda Gracia
719,Rawa Mazowiecka,PL,82.29,overcast clouds,51.7644,20.2549,Obiekt Tatar - Usługi hotelarskie
723,Atasu,KZ,79.39,overcast clouds,48.6814,71.6433,Dostyk
724,Can Tho,VN,76.98,scattered clouds,10.0333,105.7833,Kim Lan Hotel Can Tho
726,Inyonga,TZ,81.66,scattered clouds,-6.7167,32.0667,Eden Rock Lodge
731,La Rioja,ES,82.49,clear sky,42.25,-2.5,Casa Concejos
733,Ewa Beach,US,78.75,broken clouds,21.3156,-158.0072,Uncle Junior Robert
734,Eganville,CA,76.35,scattered clouds,45.5334,-77.0994,Egan Inn
735,Cherepovets,RU,82.22,clear sky,59.1333,37.9,"Hotel ""Visit"""
736,Maraba,BR,89.78,scattered clouds,-5.3686,-49.1178,Hotel Del Principe
737,Kalianget,ID,80.91,few clouds,-7.05,113.9333,Pesanggrahan Garam
738,Gunzenhausen,DE,79.9,clear sky,49.1,10.75,Parkhotel Altmühltal
